,text,task1,task2,language
7718,"RT @SapnaChowdharyy: घड़ी का बटन दबाया पर वोट भाजपा को गया:शरद पवार, 

सतारा सीट भाजपा नहीं शिवसेना लड़ी है फिर भी एकबार ज़हर खाकर देख ले…",1,1,2
7719,@SaniaHasan1111 @ArvindKejriwal @AamAadmiParty @msisodia Kuch bi..,1,1,2
7720,"RT @SureshK89551417: 72,हूरें ,,72 हजार , 72 घण्टे,,72वर्ष 
ऐसा लगता है जैसे 72 वाला आसमानी किताब का ये अंक ,,
हमारे देश के कुछ सेकुलर भाँ…",0,0,2
7721,"केजरीवाल ने छः छः करोड़ रुपये में टिकट बेचे है, 

आपियो पूरे दिन लोगो से गाली खाने, धूप में घूमने, कुत्ते की तरह गलियो , watsapp, फेसबुक और ट्विटर पर प्रचार करने के बाद 600 रुपये दिहाड़ी तो मिल ही गयी होगी
😆😆😆😆😆😆😆😆😆😆😆",0,2,2
7722,@manakgupta @rajnathsingh बिल्कुल सही✔✔✔✔,1,1,2
7723,RT @Sahstraksh: @shaggy26898078 @ijagdishjoshi नहीं रिपोस्टी ये बहुत प्रेस्टीजियस अवॉर्ड है जो कुछ बहुत जबरदस्त कोनटेनट ढूंढने पर दिया जाता…,1,1,2
7724,"@RaisinaSeries @RShivshankar *चौकीदार चोर है, से शुरू हुआ चुनाव 😂*

*मेरा बाप चोर नही है, पर खत्म हो रहा है😅* https://t.co/pZtBAe6qZ7",0,2,2
7725,"RT @TV9Bharatvarsh: चीन ने वापस ली अपनी आपत्ति, UNSC ने मसूद अज़हर को ग्लोबल आतंकी घोषित किया. #MasoodAzhar",1,1,2
7726,@uDoxto0R5lqFRss @Awdhesh36226821 इस धमकी में माँ का प्यार रहता है😊,1,1,2
7727,"RT @harishrawatcmuk: अभिव्यक्ति पर नहीं लगेगी पाबन्दी, 

प्राइवेसी के कानून से मिलेगी हर आवाज को बुलंदी ! 

क्योंकि #CongressHaiNa 

#AbHog…",1,1,2
7728,"सोनिया चर्च मे
फादर: -किसी को सचिन हुआ,विराट हुआ,धोनी, युवराज  हुआ 🤗🤗
.
.
.मुझे पप्पू क्यों हुआ?😏😏
.
.
.
.
फादर: अब ""हुआ तो हुआ"" फालतू में मेरे पे बिल मत फाड़
इसमें तेरा घाटा मेरा कुछ नहीं जाता 
🤣🤣🤣🤣🤣🤣🤣

बाकि #आयेगा_तो_मोदी_ही",0,2,2
7729,"RT @GauriJalpa: दिल्ली में,
अराजक तत्वों द्वारा चर्चकी खिड़की तोड़ दिए जाने पर, आसमान सर पर उठा लेने वाले ईसाई धर्मगुरु,
श्री लंकामें 300 ई…",1,1,2
7730,"RT @Priyamishra790: कांग्रेसियो की नींद हराम करने वाला दुनिया का सबसे छोटा नारा....

.

.

.

.

मोदी...मोदी...😆😂 
#ModiAaneWalaHai",0,2,2
7731,"RT @pretty_Shanaya: मुस्कुराहट तुम्ही से मिलती है
 दर्द की राहत तुम ही से मिलती है रूठना नहीं कभी मुझसे❣
 क्यों कि मुझे जीने की
 राहत
 तुम…",1,1,2
7732,इस सप्ताह का गलियारा https://t.co/vZKenBhhxw,1,1,2
7733,"*🍁👉#पप्पु उर्फ #मनोरंजन लाल #खान गाँधी को ""#अब #न्याय #होगा"" ऐसी #बात करते हुए #शर्म आनी #चाहिए क्योंकि #इसका #मतलव है की ५५ #सालों से #देश में #अन्याय हो #रहा था👈🍁*",0,2,2
7734,RT @AnupamUncl: @ReallySwara @digvijaya_28 @INCIndia @RahulGandhi मुझे लगता है बरखा दत्त के बाद अगली पनौती स्वरा भास्कर होगी क्योंकि जिस-जि…,0,2,2
7735,"RT @Mahanaatma1: सुना है  ""एक भूखा भिखारी""

ख़ुदा का नाम ले ले कर मर गया",1,1,2
7736,"@nikhildadhich दीवानो से ये मत पूछो दीवानों पर क्या गुजरी है
दीवानो से ये मत पूछो दीवानों पर क्या गुजरी है",1,1,2
7737,.@INCIndia की जीत ही न्याय की जीत होगी इसका आश्वासन जनता को देता हूं। https://t.co/Vhx1UFwlXG,1,1,2
7738,"RT @BJP4India: इनकी नीयत में खोट है। असल में आपका पैसा इन्होंने चुनाव प्रचार में उड़ा दिया है।

केंद्र से आदिवासी बहनों और बच्चों के पोषक आ…",0,2,2
7739,"शाम को Patuli Mor पे जाके थोड़ा सा चैन क्या मिलेगा, मादरचोद बूढ़े  आलसी साले इंडिया को बेचकर, करप्शन में डुबाकर सीनियर सिटीजन्स  की भीड़ पॉलिटिक्स और इंडिया की बातें करते  रहते हैं  I साले इन मादरचोद बूढ़ो ने ही इंडिपेंडेंस के बाद देश को बेच  दिया, कुत्ते साले, मरते भी नहीं है I",0,2,2
7740,"RT @pbhushan1: सूरज के घर में घुसकर मारेंगे। रात में मारेंगे। ठंडा रहेगा, और दिखाई भी नहीं देगा! https://t.co/7S46zwzvWZ",0,2,2
7741,"@reza_safiyat @superaman_singh यही राजनीति है, कितनों की मौत हुई कुछ रुक तो नहीं। अगर मेरा पक्ष है तो आपका भी है। बंगाल में रोज़ लोग मर रहे हैं किसी को परवाह नहीं है। त्रिपुरा में जानें तो बची हैं। आयोग दुबारा चुनाव करवा रहा है कहीं विरोध का स्वर नहीं सुना मैंने।",1,1,2
7742,"RT @Aastha9305: मायावती ने मुसलमानों को #गद्दार कहा...

हम कहते हैं तो बुरा क्यों मान जाते हैं??",0,0,2
7743,RT @AKrisnapriya: 😂लड़कियो से अनुरोध है कि शादी में दुल्हे से किसी भी रकम का मजाक न करे दूल्हे के 👟 जूते न चुराये. क्योकि इसका खामियाजा रा…,1,1,2
7744,RT @Goldenthrust: क्या कह रहा है ये चेहरा😂😂 https://t.co/57SSrvpd8F,1,1,2
7745,"@KakaliS89206542 @KarnKayastha चार लाइन आपके लिए 
दिल- ए- तहजीब-----
कांच का बदन लेकर मत चला करों कल से,
चूर - चूर कर देंगे लोग इसको  पत्थर से,
आइने की तरह नाज़ुक है ये जवानी तेरी ,
पत्थरों की तरह लगते है तेरे शहर के लोग।।",1,1,2
7746,"RT @RAJESHY38489366: समझ नहीं आ रहा कि,🤔
नरेंद्र मोदी ने चीन को कौन सा जूता सुंघाया है कि.. उसकी मिर्गी ठीक हो गई।
😊😆😇 https://t.co/RYjTTza…",1,1,2
7747,@ambedkariteIND नचा तो तेज बहादुर ने दिया सब चौकीदारों को ये तो हल्का सा ट्रेलर था अगर पिक्चर रिलीज हो जाती तो सारे चौकीदारों को पागलखाने में भेजना पड़ता। लेकर मीडिया सेec सब  दलाल हैbsdk,0,3,2
7748,"RT @abhishekmsd5: आप का एक वोट आपके बच्चो को 
नवजोत सिंह सिद्धू की तरह पाकिस्तानी दोगला , हरामखोर , इमरान खान का पालतू कुत्ता बना सकता है।…",0,3,2
7749,"@iSinghApurva @CantstopulovinM @narendramodi उम्मीद है या पक्का विश्वास है

दिल्ली के लोग पिछली वाली गलती नहीं करेंगे और आगे आने वाले विधानसभा चुनाव में भी गलती से भी गलती नहीं करेंगे",1,1,2
7750,"प्लेन को बादल में छुपवा दिया??
ये आदमी पीएम होकर कैसे इतना झूठ, ऑन कैमरा बेशर्मी से बोलता है?
भाई हिम्मत और बेशर्मी की दाद देनी पड़ेगी…
@ModiLeDubega https://t.co/82stp0lusP",0,2,2
7751,Kya naatak hai! 🙈,1,1,2
7752,RT @RadhikaChatter5: @SushantBSinha ये है सबूत राजीव गांधी INS  विराट को टेक्सी बना कर अपने दोस्तो के साथ छुट्टियां मनाने गये थे 😬 https://…,0,2,2
7753,RT @SengarAjay505: @ArvindKejriwal आज मैने मोदी जी को केवल वोट ही नही किया बल्कि सेना से सबूत माँगने वालो के मुँह पर करारा तमाचा मारा है👍,1,1,2
7754,"सिर्फ़ सरकारें बदलती हैं हालात नहीं बदलते l 
कांग्रेस शासित राजस्थान की जेल में फिर एक मुसलमान 
क़ैदी की हत्या (लिंचिंग) l 
 कांग्रेस शासन में राजस्थान में तीसरी लिंचिंग हो गई
कांग्रेस सिर्फ भाजपा का डर दिखाकर वोट लेती है! 
बोलो कांग्रेसियों क्या इसीलिए तुम्हें वोट दिया गया था?",0,0,2
7755,@MaryamNSharif Hahaha khaab dekhna achi bt hai..,1,1,2
7756,@AakankshaCharu @capt_mishra मैं लगभग निंदा करता हूँ,1,1,2
7757,"RT @GraphicsMahi: दुष्यंत चौटाला जी को 5 साल बाद समझ आ ही गया कि
#barwala में जो नरसंहार हुआ उसके लिए दोषी हरियाणा की भाजपा सरकार है.... ht…",0,0,2
7758,RT @ashokshrivasta6: नेताओं के हल्के-फुल्के पल/चुनाव में या यूं भी दिखाना हमेशा होता रहा है। इसमें कुछ गलत नहीं। लेकिन दिक्कत ये है कि मोदी…,1,1,2
7759,"RT @Sunnydeolsir: कल होटल खाना खाने गया ,वेटर खाना लगाकर जाने लगा तो मेंने उसे कहा इसमें दो काँग्रेसी कम हे।।
उसने फटाक से दो चम्मच लाकर रख…",1,1,2
7760,"RT @BJP4India: कांग्रेस कहती है कि वो हमारे सैनिकों को मिला सुरक्षा कवच, उनको मिला विशेष कानून ही हटा देगी।

कांग्रेस कह रही है कि वो देशद्…",1,1,2
7761,"@sana_100k इनकी पैदा बार ही चूतिया परिवार से हुई है
😂😂😂😂😂😂😂😂😂😂😂",0,3,2
7762,GOOOOOLAZO DE BRAHIM,1,1,2
7763,"आज जो संतानें ""mother's day"" मना रहीं हैं उनसे पूछना था कि अगर उनकी माताओं ने उसी एक दिन उनकी देखभाल की होती, लालन-पालन किया होता और दूध पिलाया होता तो क्या वे इतने सालों तक अपना बर्थडे मना सकते थे? हर दिन मां का दिन है।",1,1,2
7764,"@ModiLeDubega बेशरम नहीं तो भाजपा नहीं
बेशरम नहीं तो संघी नहीं

बात ख़तम",0,0,2
7765,"RT @RajeshChaubey12: 🍁🍁
शीशा और पत्थर संग संग रहे तो बात नही घबराने की,
शर्त इतनी है कि बस दोनों ज़िद ना करे टकराने की..!!!
रिश्ता होने से…",1,1,2
7766,आख़िर जीजा जो लगते है पागल के तो ईनकी ग़लती नही है सब संगत का असर है,1,1,2
7767,RT @AjiHaaan: NDTV वालों के लिये खुशखबरी आने वाली है 22 मई की शाम तक अचानक करोड़ों लोग 1 दिन के लिए चैनल सब्सक्राइब कर लेंगे 😁,1,1,2
7768,"RT @RinkuSharma0123: सनी देओल के रोड शो में एक महिला ने जीप में चढ़कर सनी देओल को पप्पी किया 

एक हमारे घुँघरू सेठ है जिसे जूते खाने से फुर…",0,2,2
7769,"RT @keshavyadaviyc: मोदी तुम ने साबित कर दिया कि तुम महा धूर्त और महा धोखेबाज आदमी हो। लगता है कि गोलवारकर की किताब तुम पढ़ कर आए हो ,उसमें…",0,2,2
7770,"RT @MiniMuvel: निर्भया को देश की बेटी बताया,
और 
अलवर मे दलित की बेटी  
वाह रे दलाल मिडीया",0,3,2
7771,"RT @NyLahBaLoch: झाड़ू ""आप पार्टी"" का है, 
लगा मोदीजी रहे हैं, 
साफ‌ कांग्रेस हो ‌रही है, 
पेट में दर्द ठगबंधन वालों को हो रहा है,

और

मजा…",1,1,2
7772,RT @ptshrikant: प० बंगाल में ममता दीदी की राजनीतिक जमीन खिसक गई है। उनके अराजक लूटतंत्र से त्रस्त जनता चुपे-चाप कमल छाप रही है। बौखलाहट में…,1,1,2
7773,"RT @Dharmraj7265: CRPF के डीजी का बयान-
बंगाल की जनता खूलकर करें मतदान
जहां मिलेंगे ममता के गुंडे वहीं कर देंगे, 
उनका काम तमाम!",0,0,2
7774,"@rssurjewala कुछ भी बोलो, मोदीजी ही आयेंगे।",1,1,2
7775,@alok_ajay @RahulGandhi @yadavtejashwi 23 मई को बेहोश न हो जाना।,1,1,2
7776,"@narendramodi गधों की सोच नहीं चाहिए हमें अपनी सोच अपने पास रखो मोदी साहिब 
अगर हिंदूवादी सोच इतनी अच्छी होती तो सावरकर जैसे अंग्रेजों के तलवे न चाटते",0,3,2
7777,"RT @Rajendra_inc: 1-जेट एयरवेज़ बन्द
2-एयर इंडिया भयंकर घाटे में
3-BSNL के 54000 रोज़गार ख़तरे में
4-HAL के पास सैलरी देने को पैसे नहीं
5-…",1,1,2
7778,"@msisodia @ArvindKejriwal ये बड़ा गलत किया मोदी जी...
जिन लोगो की औकात 2 कौड़ी की भी नहीं है उनके लिए 10 करोड....!!
बस केजरीवाल जी को दो चार देसी के खंबे 🍾🍾🍾🍾 पहोचा देते पूरी पार्टी नागिन डांस करते हुए चली आती..",0,2,2
7779,RT @PrakashJavdekar: हाल हीं में श्रीलंका में जो बम धमाके हुए थे उसके बाद वहां की सरकार ने जाकिर नाइक के टीवी चैनल पर बैन लगाने का फैसला कि…,1,1,2
7780,"RT @Poojasocialist: वनारस मोदी की रैली में अगर आये तो पैसा घर पहुँच जाएगा 🤣
कहा है चुनाव आयोग , अब जिंदा नही होगा चुनाव आयोग https://t.co/d…",0,0,2
7781,"RT @deepupaul2: @SaritaHooda_ UPA आ रही हैं 
NDA जा रही हैं 
😂 😂 😂 😜 😜 😜 
@SaritaHooda_ सरिता जी की डायरी से 
🙊🙊🙊",1,1,2
7782,"@ZeeNewsHindi मसूद का वैश्विक आंतकवादियों में नाम आ गया
पता करो यू-एन में चुनाव आ गया क्या..
 
~आहत इंदौरी 😂😂",1,1,2
7783,"@Swamy39 @sureshr69 पिछले लोकसभा चुनावों मे मोदी जी की तुलना चायवाला-नीच आदि से कर चुनाव का ध्रुवीकरण करने वाले मणिशंकर अय्यर जी को शायद इसबार सांप सूंघ गया,कुछ बोलते क्यों नहीं?
Twitter पर अपना एकाउंट भी नही बनाया, क्या इतनी ज्यादा फट गई है उनकी?
@NandiGuptaBJP
@SureshKKhanna",0,2,2
7784,"RT @jyoti_Jk06: #AWMU

उसे मैं तब याद आती हूँ 
जब उसके पास कोई दुसरा नही होता💔

#ज्योति 
#अधूरे_जज़्बात 

@jyoti_Jk06 https://t.co/d15HypC1…",1,1,2
7785,"RT @RishiMishra_: आज 6 चरण के बाद भाजपा ने 272 सीटो का बहुमत अपने दम पर क्रोस कर लिया है और NDA 320+ सीटो को क्रोस कर चुका है

आने वाले 7 औ…",1,1,2
7786,Jo chupanay ka maza hai wu chukanay mein nai!,1,1,2
7787,"पित्रोदा और अय्यर वाली लिस्ट में अब खड़गे का भी नाम शुमार होगया

अगर काँग्रेस की 40 से ज्यादा सीटें आई तो मोदी खुद को दिल्ली के विजय चौक पे लटकेंगे क्या ? 

ये खुद इसने अपनी कन्नड़ भाषा में कहा तो कांग्रेस ये बहाना नही बना सकती कि हिंदी कमजोर इसलिए गलत बोल दिया

हार की बौखलाहट https://t.co/r5DHUCUn4q",0,2,2
7788,"RT @shakilpatel86: राहुल और मोदी में यही फर्क है कि.
राहुल के बाप का नाम पूरा विश्व जानता है.
और मोदी के बाप का नाम खुद मोदी भी नहीं जानता.…",0,2,2
7789,"RT @SarojGi28026442: हिंदुस्तानी सावधान रहें अपने ही धर्मगुरुओं 

पर लगे आरोप सच्चा मानकर हंसी मजाक 

नही उड़ाये और अपने धर्म का नाश नही क…",1,1,2
7790,"कितना सन्नाटा है..... 

कोई डिबेट नहीं....  कोई ट्वीट नहीं कर रहा है... लोकशाही को कोई खतरा नहीं है?  😁😁😁😁😁",1,1,2
7791,हिन्दुओं कब समझोगे पहले ही पाकिस्तान खो दिया अब हिन्दुस्तान मत खोना,0,0,2
7792,"RT @Aashu89995: हाथ पकड़ा, बात की, फिर गले लगा लिया,
तीनो खंजर एक साथ मारे थे जालिम ने.. https://t.co/lwwPUdhEOM",1,1,2
7793,"RT @_BharatGajjar: वो जो 
न आने वाला है, 
उससे मुझको मतलब था

आने वालों से क्या मतलब? 
आते हैं आते होंगे!

#एलिया",1,1,2
7794,कोई नहीं मिला तो मैं आ जाता हूँ,1,1,2
7795,"RT @NareshD95355946: #WednesdayWisdom
गीता जी का ज्ञान देने वाला भगवान कह रहा है अर्जुन मेरी उत्पत्ति को ना देवता जानते हैं और ना ही ऋषिमु…",1,1,2
7796,"@RPDULAR @SUBHASH_SHARMA1 अगर रोहंगिया मुसलमानों को भगाया नही गया तो,श्रीलंका में आज जो हो रहा है उससे कहीं ज्यादा भयानक भारत में होगा और यह होना निश्चित है",0,0,2
7797,"हाँ, जरूर।",1,1,2
7798,ऐसा लग रहा है जैसे पं बंगाल मे रक्षस राज चल रहा है...ममता सरकार राक्षसों की तरह व्यवहार कर रही है और उनके कार्यकर्ता नरभक्षी हो चुके है...सैकड़ों जानें सिर्फ चुनाव जीतने के लिए ले लिया गया है।,0,0,2
7799,@ROJE97AS Hai rojee,1,1,2
7800,"RT @sunerdhakad: ,,जीवन मे बहुत कुछ देखा है ,बस 
अब यही ,देखना बाकि था ।😀😁😂😉😋
👇👇👇👇👇👇👇😝😂😛 https://t.co/mOy87SOfsL",1,1,2
7801,RT @WasiuddinSiddi1: राहुल गाँधी और रविश कुमार को एक साथ देखना महज एक संयोग नही लोगों की डिमाण्ड थी जिसे पूरा करके राहुल गाँधी ने साबित कि…,1,1,2
7802,"गोरी है कलाइयां पहना दूं तुझे हरी हरी चूड़ियां अपना बना लू तुझे बालमा ।।
💞",1,1,2
7803,"हुआ था जो इश्क मुझे, 
उसे दो तरफा क्यूँ लिखूँ..
तुम तो मंजिल थी ना, 
फिर तुम्हें हमसफर क्यूँ लिखूँ""?",1,1,2
7804,RT @ysurendra7013: @alokdubey1408 नही तो दलाली करने के छोड़ दे।,1,1,2
7805,रीता बहुगुणा की लाटरी लगने वाली बात मुझे हजम नहीं हो रही,1,1,2
7806,तुम जैसे गाद्दर जब तक देश मे मौजूद हे तब तक इन नक्सलियों का आतंक जारी रहेगा जब तुम लोग जनता का विश्वास नही जीत पाये तो अब तुमने आतंकवाद ओर नक्सलियों का सहारा लेकर मोदिजी को बदनाम करना सुरु कर दिया।,0,0,2
7807,@irvpaswan @narendramodi @iramvilaspaswan मा.बहन जी ध्दारा @narendramodi की जाती को लेकर आलोचना करना तूम जैसे दलालों के पीछवाडे पर लात मारना है कुछ समझे की नाहीं बुड़बक।,0,0,2
7808,"RT @Interceptors: शहरी इलाकों में बोरिंग ban है। पर अब हर जगह लोग पानी के लिए बोरिंग करवा रहे है। इसमें विभाग वाले ही ठेका ले रहे है। 
लो…",1,1,2
7809,"RT @nidhidynamic: जिसके हाथ में छाले हैं पैरों में बिवाई है 
उसी के दम से रौनक आपके बंगले में आई है 
इधर एक दिन की आमदनी का औसत है चवन्नी…",1,1,2
7810,"RT @hdhingra: आपको कैसा लगेगा अगर इन्होंने ने भी यह कूड़ा आपके घर मे डाल कर चले जाएं, जैसे हम कचरा व कूड़ा डाल देते है इनकी जगह पर और चले…",1,1,2
7811,"RT @TheFauxyHindi: बाज़ार में अपने पति श्री राम सिन्हा को आवाज़ लगाई तो बंगाल पुलिस ने लिया पत्नी को हिरासत में।
https://t.co/Oo50A32nhr",1,1,2
7812,"RT @aajtak: #LokSabhaElections2019
@RahulGandhi ने कहा, '2019 के चुनाव में कांग्रेस पार्टी मोदी को हरा रही है'

https://t.co/RC35eY8pMJ",1,1,2
7813,"RT @prena_: सरकार कुछ नहीं कर रही , स्थानीय प्रशासन खामोश है। @PoliceRajasthan कहाँ है पता नहीं। पापा और भाई को हिंदी नहीं आती,  किससे सम्प…",1,1,2
7814,"RT @SomSinghThapa1: 🙏🏻🙏🏻शुभप्रभात🙏🏻🙏🏻
मैं जीवन की हर हल चल में
कुछ पल सुखमय,
अमरण अक्षय,
चुन लेता हूँ। 

मैं जग के हर कोलाहल में
कुछ स्वर म…",1,1,2
7815,"RT @neo_pac: ६० सालों में क्या हुआ
मोडि को अटलजी से पूछना चाहिए था https://t.co/eOjVirHaOS",1,1,2
7816,"RT @cutesoniass: पिता को चोर कहने पर इतना गुस्सा आ रहा है तो
जब माताजी की कुंडली खुलेगी तब तो भूचाल आ जायेगा😂😝😝😂😂",0,2,2
7817,अगर 2019 के चुनाव में भाजपा हार जाती है तो मोदी का चेहरा कैसा होगा? के लिए रवि ठाकुर (Ravi Thakur) का जवाब https://t.co/1fWXTncTJ0,1,1,2
7818,RT @ameytirodkar: ....और लोग पूछते हैं की मोदीजी प्रेस कॉन्फरंस क्यू नहीं करते? वो थोडी ना ऐसी scripted होगी?! https://t.co/LZSGMdEzuD,1,1,2
7819,"RT @narendramodi_in: ये मजबूत सरकार है तभी भ्रष्टाचार पर कड़ा प्रहार हो पाया है।

हर तरह के कानून बनाकर हमने भ्रष्टाचारियों का जीना मुश्किल…",1,1,2
7820,"RT @parvezpathon1: मोदी ने कहा- मैंने #वायुसेना को बादलों से फायदा मिलने का सुझाव दिया था,

ओवैसी बोले-आप गजब के एक्सपर्ट हैं नाम के आगे #…",1,1,2
7821,RT @anasinbox: हम एक ऐसे देश में रहते हैं जहां का प्रधानमंत्री टीवी इंटर्व्यू में कहता है कि बादलों में जहाज़ जब उड़ते हैं तो उसे राडार न…,1,1,2
7822,"RT @ibhagwa_n: बच्चों से गाली गलोच करवाते देखकर शायद  PM श्री @narendramodi जी मैडम @priyankagandhi  वाडरा जी से सिर्फ़ इतना ही कहते 👇

नफ़…",0,2,2
7823,#IPL2019Final is baar umpire Kahan bechne hai?,1,1,2
7824,@divyaspandana @Bhayankur राजनीति में एजुकेटेड आदमी को radar कैसे काम पता होना चाहिये? परंतु M.Phil वाले गधे को दिन में 25 घंटे होते है इतना ज़रूर पता है,0,3,2
7825,"@PAWANARORA90348 @mlkhattar तब कोर्ट में मुख्यमंत्री नहीं वो डीसी होता अपनी बेल करवाने के लिए, उसकी नौकरी भी छीन ली जाती।",1,1,2
7826,RT @shaktisinhgohil: ना मोदी सवर्ण को देना चाहते है और ना पिछड़े को। ना वो राम के हैं ना रहीम के हैं। वो सब कुछ वोट बैंक के लिए करते हैं। ह…,0,2,2
7827,"RT @Republic_Bharat: #ModiCrushesPak | क्या मोदी की जीत से खामोश हो गया विपक्ष? देखिए- 'पूछता है भारत', अर्नब के साथ सिर्फ रिपब्लिक भारत पर…",1,1,2
7828,RT @Dil_Se_Ree: @MohanBubna @JhaSanjay ईस ग़रीबों के स्टीव जोब्स को कोई बताओ की मोदी ने क्या किया है वो जनता जानती ही है ॥ २०१४ में तो सिर्…,1,1,2
7829,@sampitroda भैया अब तो राजीव जी का बाहर निकाल लो कब तक मुंह में लेकर घूमोगे,0,2,2
7830,"@the_hindu Communist मानसिकता है इसकी, देश में इनके जैसे लोग हो तो देश को बाहर के दुश्मनों की जरूरत है नही। shame on u.",0,0,2
7831,"@P_Katyayan इधर कितना अकेला मैं उधर है तू कहीं अम्मा,
मुझे सब लोग कहते हैं कि तू अब है नहीं अम्मा, महकता है ये घर आँगन तेरी ममता की खुशबू से,
मैं कैसे मान लूँ दुनिया में अब तू है नहीं अम्मा !!",1,1,2
7832,RT @seemaadhikari: मोदी जी शर्म क्यों नहीं आती है  / जब सत्तासी साल की बूढ़ी माँ नोट की लाइन में लग जाती है ? मोदी जी आप सपूत हो की कपूत हो…,0,2,2
7833,RT @moronhumor: @msisodia मुझे ऐसा क्यूँ लग रहा है की शायद ये वही 7 विधायक हैं जिन्होंने हाल ही में सड़ जी की 10-10 लात और 10-10 कोड़ों से…,1,1,2
7834,आदमखोर भी दिल की बात करने लगा । बस कर !,0,0,2
7835,"RT @DevendraDass4: #Allah_Kabir 
#जीने_की_राह 

सात समंदर की मसि करौं लेखनि सब बनराइ।
धरती सब कागद करौं हरि गुण लिखा न जाइ॥

साधू गाँठ न…",1,1,2
7836,"RT @namittyagi220: मशहूर अभिनेता अरुण बक्शी ने बीजेपी का दामन थामा, @SudarshanNewsTV से की खास बातचीत सुनिए क्या कहा उन्होंने इस खास इंटरव्…",1,1,2
7837,"@DrSanja15467398 सर जरूर आप इस्लाम मे दाखिला लीजिए आपका तहे दिल से इस्तकबाल करते है 
लेकिन सर इस्लाम मे दाखिले की शर्त है कि आप सहर्ष बिना किसी दबाव के सच्चे दिल से इस्लाम को कबूल करेंगे तो ही आपका इस्लाम मे दाखिला होगा 

अल्लाह आपकी इस्लाम कबूल करने की हिम्मत मे और ईजाफा करे 
आमीन",1,1,2
7838,भ्रष्टाचार विहीन सरकार कैसी होती है इसका उदाहरण देश में पांच साल में देखने को मिला है: श्री @AmitShah #MeraVoteModiKo https://t.co/EKk7JW5LeC,1,1,2
7839,"RT @AshrafFem: मैं माँ को प्यार करता हूँ, सिर्फ इसलिए नहीं कि जन्म दिया है उसने मुझे!
मैं माँ को प्यार करता हूँ, सिर्फ इसलिए नहीं कि पाला-…",1,1,2
7840,"RT @erbmjha: बच्चों को कैसी भाषा सीखा रही कांग्रेस

मोदी से नफ़रत में बच्चों को तो मत बर्बाद करो https://t.co/HsMvHsY2lC",1,1,2
7841,"@pawanpandeysp @anilgupta6633 @yadavakhilesh @ajitanjum जब दिमाग मे गोबर होता है ना तो ऐसी ही बाते करता है 
इंशा अल्लाह 400000 वोट से हारेगा",0,2,2
7842,"RT @kyamat01: आज अगर चेन्नई सुपर किंग्स जीत गयी
तो🙌🏻🙌
🏻
मै13 मई  Twitter पे भंडारा दूगी 😋😋

फिर मत कहना बताया नही 
😊😊😊🙈
#कयामत
Follow = fol…",1,1,2
7843,@AcharyaPramodk 23 मई को नानी के साथ सब कुछ याद आयेगा पर मा नही आयेगी । पप्पू के साथ नानी के घर चले जाना ।,1,1,2
7844,"RT @Lohia_Krishna_: चौकीदार को चोर कहने पर राहुल गाँधी ने 1 नहीं 2 बार नाक रगड़-रगड़कर माफी माँगी...
अब बताओ फेंकू कौन..??😊
#मोदी_है_तो_मुम…",1,1,2
7845,"RT @ChaturvediS2: कहतई बौरा (गूंगा)सुनतई बहरा,,,
,,
चौबे दद्दा कहें कहानी,,3 लाइन की एक कहानी,,
एक था राजा एक थी रानी,, फट गया राजा, बच गई…",1,1,2
7846,@Asif_Ukhan @adeel_azhar 21saal ka tajarba hai,1,1,2
7847,"RT @dr_dey_subodh: अमसीपोरा,शौपिया
काश्मीर
इस्लामिक स्टेट राज्य घोषित
हत्यावादी,अरबीबाबा आतंकी ग्रुप IS का दावा

मुसलमान🙏
एकजुट होकर
धरतीचप…",1,1,2
7848,#mothersday हर युग में मात पिता मिल सकते हैंसतगुरु और सेवा और बंदगी यह बड़ी मुश्किल से मिलते हैं इसीलिए परम पिता परमेश्वर का सबसे ऊंचा स्थान बताया है https://t.co/kAMgWPT1Tz,1,1,2
7849,"RT @dr_dey_subodh: जेहाद,हत्यावादी बलात्कारी विदेशी अरबीबाबा कारनामा !

अमसीपोरा,शौपिया!काश्मीर मे इस्लामिक राज्य ?!
इस्लामिक स्टेट IS का…",0,3,2
7850,"RT @chandsharma1995: तुम इतनी क्यों
मुहब्बत हमसों करें हों
हम तो जाय ही रहे हैं 
ये दुनिया छोड़
तुम इतनी काहे हमारी
#तरफ़दारी कर रहे हों ht…",1,1,2
7851,"RT @VishalSatra1: @ArvindKejriwal तौबा तौबा घुंघरू सेठ

तुमने तो इन पाँच सालो में जूठी बच्चो की कसमे खायी 
80 हजार की दारू की बोटल गटक गये…",0,2,2
7852,"ग़लती करके छिपाते थे 
जब पकड़े जाते थे 
तेरे आंचल में छिप जाते थे
तेरे आंचल में खुद को
 बड़ा महफ़ूज़ पाते थे
हमारी हर कड़वी बात को 
हंस कर सह जाती हैं
हमारी हर गलती पर बड़े प्यार से समझाती है
Happy Mother's Day",1,1,2
7853,@Squirrel_Soul मर गया क्या?,1,1,2
7854,"RT @PUBG_BABA: @Chanuangel143 यही एडमिन हैं क्या👇     😁😁😁😉
👇👇👇👇👇👇 https://t.co/HIs4KehcZm",1,1,2
7855,"RT @PoonamRathore25: @Mayawati आपको धमकी लगता है

कमाल है

पर सोच अपनी अपनी

खैर... मोदी आ रहे हैं 23 मई को

स्वागत किजियेगा जरूर 🙏🙏🌿🍁🌿",1,1,2
